Registration,Aircraft,Brand,Type,Age,Key,Hex
N38727,Boeing 737-724,Boeing,737-700,25,2069,0815
N387DA,Boeing 737-832,Boeing,737-800,24,2070,0816
N387DN,Airbus A321-211,Airbus,A321-200,5,2071,0817
N387FR,Airbus A320neo,Airbus,A320neo,3,2072,0818
N388DA,Boeing 737-832,Boeing,737-800,24,2073,0819
N388DN,Airbus A321-211,Airbus,A321-200,5,2074,081A
N388FR,Airbus A320neo,Airbus,A320neo,2,2075,081B
N388HA,Airbus A330-243,Airbus,A330-200,12,2076,081C
N38950,Boeing 787-9 Dreamliner,Boeing,787-9,10,2077,081D
N38955,Boeing 787-9 Dreamliner,Boeing,787-9,9,2078,081E
N389DA,Boeing 737-832,Boeing,737-800,24,2079,081F
N389DN,Airbus A321-211,Airbus,A321-200,4,2080,0820
N389FR,Airbus A320neo,Airbus,A320neo,2,2081,0821
N389HA,Airbus A330-200,Airbus,A330-200,12,2082,0822
N390CA,Bombardier CRJ-700,Bombardier,CRJ-700,21,2083,0823
N390DA,Boeing 737-832,Boeing,737-800,24,2084,0824
N390DN,Airbus A321-211,Airbus,A321-200,5,2085,0825
N390FR,Airbus A320neo,Airbus,A320neo,2,2086,0826
N390HA,Airbus A330-243,Airbus,A330-200,11,2087,0827
N391CA,Bombardier CRJ-700,Bombardier,CRJ-700,21,2088,0828
N391DA,Boeing 737-832,Boeing,737-800,24,2089,0829
N391DN,Airbus A321-211,Airbus,A321-200,5,2090,082A
N391FR,Airbus A320neo,Airbus,A320neo,2,2091,082B
N391HA,Airbus A330-243,Airbus,A330-200,11,2092,082C
N39297,Boeing 737-824,Boeing,737-800,19,2093,082D
N392DA,Boeing 737-832,Boeing,737-800,24,2094,082E
N392DN,Airbus A321-211,Airbus,A321-200,5,2095,082F
N392FR,Airbus A320neo,Airbus,A320neo,2,2096,0830
N392HA,Airbus A330-243,Airbus,A330-200,11,2097,0831
N393DA,Boeing 737-832,Boeing,737-800,24,2098,0832
N393DN,Airbus A321-211,Airbus,A321-200,5,2099,0833
N393FR,Airbus A320neo,Airbus,A320neo,2,2100,0834
N393HA,Airbus A330-243,Airbus,A330-200,11,2101,0835
N39415,Boeing 737-924ER,Boeing,737-900ER,16,2102,0836
N39416,Boeing 737-924ER,Boeing,737-900ER,16,2103,0837
N39418,Boeing 737-924ER,Boeing,737-900ER,16,2104,0838
N39423,Boeing 737-924ER,Boeing,737-900ER,16,2105,0839
N39450,Boeing 737-924ER,Boeing,737-900ER,12,2106,083A
N39461,Boeing 737-924ER,Boeing,737-900ER,12,2107,083B
N39463,Boeing 737-924ER,Boeing,737-900ER,12,2108,083C
N39475,Boeing 737-924ER,Boeing,737-900ER,11,2109,083D
N394DA,Boeing 737-832,Boeing,737-800,24,2110,083E
N394DL,Boeing 767-324,Boeing,767-300,29,2111,083F
N394DX,Airbus A321-211,Airbus,A321-200,5,2112,0840
N394FR,Airbus A320neo,Airbus,A320neo,2,2113,0841
N395DN,Boeing 737-832,Boeing,737-800,24,2114,0842
N395DZ,Airbus A321-211,Airbus,A321-200,5,2115,0843
N395FR,Airbus A320neo,Airbus,A320neo,2,2116,0844
N395HA,Airbus A330-243,Airbus,A330-200,11,2117,0845
N396DA,Boeing 737-832,Boeing,737-800,24,2118,0846
N396DN,Airbus A321-211,Airbus,A321-200,5,2119,0847
N396FR,Airbus A320neo,Airbus,A320neo,2,2120,0848
N396HA,Airbus A330-243,Airbus,A330-200,10,2121,0849
N39726,Boeing 737-724,Boeing,737-700,25,2122,084A
N39728,Boeing 737-724,Boeing,737-700,25,2123,084B
N397DA,Boeing 737-832,Boeing,737-800,24,2124,084C
N397DN,Airbus A321-211,Airbus,A321-200,5,2125,084D
N398CA,Bombardier CRJ-700,Bombardier,CRJ-700,21,2126,084E
N398DA,Boeing 737-832,Boeing,737-800,24,2127,084F
N398DN,Airbus A321-211,Airbus,A321-200,4,2128,0850
N399DA,Boeing 737-832,Boeing,737-800,24,2129,0851
N399HA,Airbus A330-243,Airbus,A330-200,10,2130,0852
N4005X,Airbus A319-115,Airbus,A319-100,11,2131,0853
N400AN,Airbus A321neo,Airbus,A321neo,5,2132,0854
N400SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,6,2133,0855
N400WN,Boeing 737-7H4,Boeing,737-700,23,2134,0856
N401AN,Airbus A321neo,Airbus,A321neo,5,2135,0857
N401DZ,Airbus A330-941,Airbus,A330-900,5,2136,0858
N401UA,Airbus A320-232,Airbus,A320-200,31,2137,0859
N401WN,Boeing 737-7H4,Boeing,737-700,23,2138,085A
N401YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2139,085B
N4022J,Airbus A321neo,Airbus,A321neo,3,2140,085C
N402AN,Airbus A321neo,Airbus,A321neo,5,2141,085D
N402AS,Boeing 737-990ER,Boeing,737-900ER,12,2142,085E
N402DX,Airbus A330-941,Airbus,A330-900,5,2143,085F
N402SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,6,2144,0860
N402UA,Airbus A320-232,Airbus,A320-200,31,2145,0861
N402YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2146,0862
N4032T,Airbus A319-115,Airbus,A319-100,9,2147,0863
N403AN,Airbus A321neo,Airbus,A321neo,5,2148,0864
N403AS,Boeing 737-990ER,Boeing,737-900ER,12,2149,0865
N403DX,Airbus A330-941,Airbus,A330-900,5,2150,0866
N403SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,6,2151,0867
N403UA,Airbus A320-232,Airbus,A320-200,31,2152,0868
N403WN,Boeing 737-7H4,Boeing,737-700,23,2153,0869
N403YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2154,086A
N4048J,Airbus A321neo,Airbus,A321neo,3,2155,086B
N404AN,Airbus A321neo,Airbus,A321neo,5,2156,086C
N404DX,Airbus A330-941,Airbus,A330-900,5,2157,086D
N404SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,6,2158,086E
N404UA,Airbus A320-232,Airbus,A320-200,31,2159,086F
N404WN,Boeing 737-7H4,Boeing,737-700,23,2160,0870
N404YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2161,0871
N4058J,Airbus A321neo,Airbus,A321neo,3,2162,0872
N405AN,Airbus A321neo,Airbus,A321neo,5,2163,0873
N405DX,Airbus A330-941,Airbus,A330-900,4,2164,0874
N405QX,Bombardier DHC-8-400,Bombardier ,DHC-8-400,23,2165,0875
N405SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,6,2166,0876
N405UA,Airbus A320-232,Airbus,A320-200,31,2167,0877
N405WN,Boeing 737-7H4,Boeing,737-700,23,2168,0878
N405YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2169,0879
N4062J,Airbus A321neo,Airbus,A321neo,2,2170,087A
N4064J,Airbus A321neo,Airbus,A321neo,2,2171,087B
N406AN,Airbus A321neo,Airbus,A321neo,5,2172,087C
N406DX,Airbus A330-941,Airbus,A330-900,4,2173,087D
N406SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,2,2174,087E
N406UA,Airbus A320-232,Airbus,A320-200,30,2175,087F
N406WN,Boeing 737-7H4,Boeing,737-700,23,2176,0880
N406YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2177,0881
N4073J,Airbus A321neo,Airbus,A321neo,1,2178,0882
N4074J,Airbus A321neo,Airbus,A321neo,1,2179,0883
N4076J,Airbus A321neo,Airbus,A321neo,1,2180,0884
N407AN,Airbus A321neo,Airbus,A321neo,5,2181,0885
N407AS,Boeing 737-990ER,Boeing,737-900ER,12,2182,0886
N407DX,Airbus A330-941,Airbus,A330-900,4,2183,0887
N407SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,2,2184,0888
N407UA,Airbus A320-232,Airbus,A320-200,30,2185,0889
N407WN,Boeing 737-7H4,Boeing,737-700,23,2186,088A
N407YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2187,088B
N408AN,Airbus A321neo,Airbus,A321neo,5,2188,088C
N408AS,Boeing 737-990ER,Boeing,737-900ER,12,2189,088D
N408AW,Bombardier CRJ-200,Bombardier,CRJ-200,23,2190,088E
N408DX,Airbus A330-941,Airbus,A330-900,4,2191,088F
N408SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,2,2192,0890
N408UA,Airbus A320-232,Airbus,A320-200,30,2193,0891
N408WN,Boeing 737-7H4,Boeing,737-700,23,2194,0892
N408YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2195,0893
N409AA,Airbus A321neo,Airbus,A321neo,5,2196,0894
N409AS,Boeing 737-990ER,Boeing,737-900ER,11,2197,0895
N409AW,Bombardier CRJ-200,Bombardier,CRJ-200,24,2198,0896
N409DX,Airbus A330-941,Airbus,A330-900,3,2199,0897
N409SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,2,2200,0898
N409UA,Airbus A320-232,Airbus,A320-200,30,2201,0899
N409WN,Boeing 737-7H4,Boeing,737-700,23,2202,089A
N409YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2203,089B
N410AN,Airbus A321neo,Airbus,A321neo,5,2204,089C
N410AW,Bombardier CRJ-200,Bombardier,CRJ-200,23,2205,089D
N410DZ,Airbus A330-941,Airbus,A330-900,3,2206,089E
N410SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,2,2207,089F
N410UA,Airbus A320-232,Airbus,A320-200,30,2208,08A0
N410WN,Boeing 737-7H4,Boeing,737-700,23,2209,08A1
N410YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2210,08A2
N41135,Boeing 757-224,Boeing,757-200,25,2211,08A3
N41140,Boeing 757-224,Boeing,757-200,24,2212,08A4
N411AN,Airbus A321neo,Airbus,A321neo,4,2213,08A5
N411DX,Airbus A330-941,Airbus,A330-900,3,2214,08A6
N411SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,2,2215,08A7
N411UA,Airbus A320-232,Airbus,A320-200,30,2216,08A8
N411WN,Boeing 737-7H4,Boeing,737-700,23,2217,08A9
N411YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2218,08AA
N411ZW,Bombardier CRJ-200,Bombardier,CRJ-200,23,2219,08AB
N412DX,Airbus A330-941,Airbus,A330-900,2,2220,08AC
N412SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,2,2221,08AD
N412UA,Airbus A320-232,Airbus,A320-200,30,2222,08AE
N412UW,Airbus A321neo,Airbus,A321neo,5,2223,08AF
N412WN,Boeing 737-7H4,Boeing,737-700,23,2224,08B0
N412YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2225,08B1
N413AN,Airbus A321neo,Airbus,A321neo,4,2226,08B2
N413AS,Boeing 737-990ER,Boeing,737-900ER,11,2227,08B3
N413AW,Bombardier CRJ-200,Bombardier,CRJ-200,23,2228,08B4
N413DX,Airbus A330-941,Airbus,A330-900,2,2229,08B5
N413SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,2,2230,08B6
N413UA,Airbus A320-232,Airbus,A320-200,30,2231,08B7
N413WN,Boeing 737-7H4,Boeing,737-700,23,2232,08B8
N413YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2233,08B9
N414AL,Airbus A321neo,Airbus,A321neo,4,2234,08BA
N414DZ,Airbus A330-941,Airbus,A330-900,2,2235,08BB
N414SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,2,2236,08BC
N414UA,Airbus A320-232,Airbus,A320-200,30,2237,08BD
N414WN,Boeing 737-7H4,Boeing,737-700,23,2238,08BE
N414YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2239,08BF
N415AN,Airbus A321neo,Airbus,A321neo,4,2240,08C0
N415AW,Bombardier CRJ-200,Bombardier,CRJ-200,23,2241,08C1
N415DX,Airbus A330-941,Airbus,A330-900,2,2242,08C2
N415UA,Airbus A320-232,Airbus,A320-200,30,2243,08C3
N415WN,Boeing 737-7H4,Boeing,737-700,23,2244,08C4
N416AN,Airbus A321neo,Airbus,A321neo,4,2245,08C5
N416AW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2246,08C6
N416DX,Airbus A330-941,Airbus,A330-900,2,2247,08C7
N416UA,Airbus A320-232,Airbus,A320-200,30,2248,08C8
N416WN,Boeing 737-7H4,Boeing,737-700,23,2249,08C9
N416YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2250,08CA
N417AN,Airbus A321neo,Airbus,A321neo,4,2251,08CB
N417AW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2252,08CC
N417DX,Airbus A330-941,Airbus,A330-900,2,2253,08CD
N417UA,Airbus A320-232,Airbus,A320-200,30,2254,08CE
N417WN,Boeing 737-7H4,Boeing,737-700,23,2255,08CF
N417YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2256,08D0
N418AN,Airbus A321neo,Airbus,A321neo,4,2257,08D1
N418DX,Airbus A330-941,Airbus,A330-900,2,2258,08D2
N418UA,Airbus A320-232,Airbus,A320-200,30,2259,08D3
N418WN,Boeing 737-7H4,Boeing,737-700,23,2260,08D4
N418YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2261,08D5
N419AN,Airbus A321neo,Airbus,A321neo,4,2262,08D6
N419AS,Boeing 737-990ER,Boeing,737-900ER,11,2263,08D7
N419DX,Airbus A330-941,Airbus,A330-900,2,2264,08D8
N419UA,Airbus A320-232,Airbus,A320-200,30,2265,08D9
N419WN,Boeing 737-7H4,Boeing,737-700,23,2266,08DA
N419YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,11,2267,08DB
N420AN,Airbus A321neo,Airbus,A321neo,4,2268,08DC
N420AW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2269,08DD
N420DX,Airbus A330-941,Airbus,A330-900,2,2270,08DE
N420UA,Airbus A320-232,Airbus,A320-200,30,2271,08DF
N420WN,Boeing 737-7H4,Boeing,737-700,23,2272,08E0
N420YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2273,08E1
N421DX,Airbus A330-941,Airbus,A330-900,1,2274,08E2
N421LV,Boeing 737-7H4,Boeing,737-700,23,2275,08E3
N421QX,Bombardier DHC-8-400,Bombardier ,DHC-8-400,17,2276,08E4
N421UA,Airbus A320-232,Airbus,A320-200,30,2277,08E5
N421UW,Airbus A321neo,Airbus,A321neo,4,2278,08E6
N421YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2279,08E7
N422AN,Airbus A321neo,Airbus,A321neo,4,2280,08E8
N422DZ,Airbus A330-941,Airbus,A330-900,1,2281,08E9
N422UA,Airbus A320-232,Airbus,A320-200,29,2282,08EA
N422WN,Boeing 737-7H4,Boeing,737-700,22,2283,08EB
N422YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2284,08EC
N423AN,Airbus A321neo,Airbus,A321neo,3,2285,08ED
N423AS,Boeing 737-990ER,Boeing,737-900ER,11,2286,08EE
N423AW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2287,08EF
N423DX,Airbus A330-941,Airbus,A330-900,1,2288,08F0
N423UA,Airbus A320-232,Airbus,A320-200,29,2289,08F1
N423WN,Boeing 737-7H4,Boeing,737-700,22,2290,08F2
N423YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2291,08F3
N424AN,Airbus A321neo,Airbus,A321neo,4,2292,08F4
N424AW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2293,08F5
N424DX,Airbus A330-941,Airbus,A330-900,1,2294,08F6
N424UA,Airbus A320-232,Airbus,A320-200,29,2295,08F7
N424WN,Boeing 737-7H4,Boeing,737-700,22,2296,08F8
N424YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2297,08F9
N425AN,Airbus A321neo,Airbus,A321neo,4,2298,08FA
N425AW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2299,08FB
N425DX,Airbus A330-941,Airbus,A330-900,1,2300,08FC
N425LV,Boeing 737-7H4,Boeing,737-700,22,2301,08FD
N425UA,Airbus A320-232,Airbus,A320-200,29,2302,08FE
N425YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2303,08FF
N426AN,Airbus A321neo,Airbus,A321neo,4,2304,0900
N426AW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2305,0901
N426UA,Airbus A320-232,Airbus,A320-200,29,2306,0902
N426WN,Boeing 737-7H4,Boeing,737-700,22,2307,0903
N426YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2308,0904
N427AN,Airbus A321neo,Airbus,A321neo,4,2309,0905
N427UA,Airbus A320-232,Airbus,A320-200,29,2310,0906
N427WN,Boeing 737-7H4,Boeing,737-700,22,2311,0907
N427YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2312,0908
N427ZW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2313,0909
N428AA,Airbus A321neo,Airbus,A321neo,4,2314,090A
N428AS,Boeing 737-990ER,Boeing,737-900ER,8,2315,090B
N428AW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2316,090C
N428UA,Airbus A320-232,Airbus,A320-200,29,2317,090D
N428WN,Boeing 737-7H4,Boeing,737-700,22,2318,090E
N428YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2319,090F
N429AN,Airbus A321neo,Airbus,A321neo,3,2320,0910
N429AW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2321,0911
N429UA,Airbus A320-232,Airbus,A320-200,29,2322,0912
N429WN,Boeing 737-7H4,Boeing,737-700,22,2323,0913
N429YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2324,0914
N430AN,Airbus A321neo,Airbus,A321neo,3,2325,0915
N430QX,Bombardier DHC-8-400,Bombardier ,DHC-8-400,17,2326,0916
N430SW,Bombardier CRJ-200,Bombardier,CRJ-200,23,2327,0917
N430SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,2,2328,0918
N430UA,Airbus A320-232,Airbus,A320-200,28,2329,0919
N430YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2330,091A
N431AN,Airbus A321neo,Airbus,A321neo,3,2331,091B
N431AS,Boeing 737-990ER,Boeing,737-900ER,11,2332,091C
N431AW,Bombardier CRJ-200,Bombardier,CRJ-200,26,2333,091D
N431UA,Airbus A320-232,Airbus,A320-200,28,2334,091E
N431WN,Boeing 737-7H4,Boeing,737-700,22,2335,091F
N431YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2336,0920
N432AN,Airbus A321neo,Airbus,A321neo,3,2337,0921
N432AW,Bombardier CRJ-200,Bombardier,CRJ-200,26,2338,0922
N432UA,Airbus A320-232,Airbus,A320-200,28,2339,0923
N432YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2340,0924
N433AN,Airbus A321neo,Airbus,A321neo,3,2341,0925
N433AS,Boeing 737-990ER,Boeing,737-900ER,11,2342,0926
N433AW,Bombardier CRJ-200,Bombardier,CRJ-200,25,2343,0927
N433UA,Airbus A320-232,Airbus,A320-200,28,2344,0928
N433YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2345,0929
N434AN,Airbus A321neo,Airbus,A321neo,3,2346,092A
N434AS,Boeing 737-990ER,Boeing,737-900ER,8,2347,092B
N434AW,Bombardier CRJ-200,Bombardier,CRJ-200,25,2348,092C
N434UA,Airbus A320-232,Airbus,A320-200,28,2349,092D
N434YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2350,092E
N435AN,Airbus A321neo,Airbus,A321neo,3,2351,092F
N435AS,Boeing 737-990ER,Boeing,737-900ER,11,2352,0930
N435AW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2353,0931
N435QX,Bombardier DHC-8-400,Bombardier ,DHC-8-400,15,2354,0932
N435UA,Airbus A320-232,Airbus,A320-200,28,2355,0933
N435WN,Boeing 737-7H4,Boeing,737-700,21,2356,0934
N435YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2357,0935
N436AN,Airbus A321neo,Airbus,A321neo,3,2358,0936
N436AW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2359,0937
N436UA,Airbus A320-232,Airbus,A320-200,28,2360,0938
N436WN,Boeing 737-7H4,Boeing,737-700,21,2361,0939
N436YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2362,093A
N437AN,Airbus A321neo,Airbus,A321neo,3,2363,093B
N437AW,Bombardier CRJ-200ER,Bombardier,CRJ-200ER,21,2364,093C
N437UA,Airbus A320-232,Airbus,A320-200,27,2365,093D
N437WN,Boeing 737-7H4,Boeing,737-700,21,2366,093E
N437YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2367,093F
N438AN,Airbus A321neo,Airbus,A321neo,3,2368,0940
N438AW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2369,0941
N438UA,Airbus A320-232,Airbus,A320-200,27,2370,0942
N438WN,Boeing 737-7H4,Boeing,737-700,21,2371,0943
N438YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2372,0944
N439AN,Airbus A321neo,Airbus,A321neo,3,2373,0945
N439AW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2374,0946
N439SW,Bombardier CRJ-200,Bombardier,CRJ-200,23,2375,0947
N439UA,Airbus A320-232,Airbus,A320-200,27,2376,0948
N439WN,Boeing 737-7H4,Boeing,737-700,21,2377,0949
N439YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2378,094A
N440AN,Airbus A321neo,Airbus,A321neo,3,2379,094B
N440AS,Boeing 737-990ER,Boeing,737-900ER,11,2380,094C
N440AW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2381,094D
N440LV,Boeing 737-7H4,Boeing,737-700,21,2382,094E
N440UA,Airbus A320-232,Airbus,A320-200,27,2383,094F
N440YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2384,0950
N441SW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2385,0951
N441UA,Airbus A320-232,Airbus,A320-200,27,2386,0952
N441UW,Airbus A321neo,Airbus,A321neo,3,2387,0953
N441WN,Boeing 737-7H4,Boeing,737-700,21,2388,0954
N441YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,2389,0955
N441ZW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2390,0956
N442AN,Airbus A321neo,Airbus,A321neo,3,2391,0957
N442AS,Boeing 737-990ER,Boeing,737-900ER,11,2392,0958
N442AW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2393,0959
N442SW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2394,095A
N442UA,Airbus A320-232,Airbus,A320-200,26,2395,095B
N442WN,Boeing 737-7H4,Boeing,737-700,21,2396,095C
N442YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,2397,095D
N443AA,Airbus A321neo,Airbus,A321neo,3,2398,095E
N443AW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2399,095F
N443QX,Bombardier DHC-8-400,Bombardier ,DHC-8-400,13,2400,0960
N443UA,Airbus A320-232,Airbus,A320-200,26,2401,0961
N443WN,Boeing 737-7H4,Boeing,737-700,21,2402,0962
N443YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,2403,0963
N444QX,Bombardier DHC-8-400,Bombardier ,DHC-8-400,13,2404,0964
N444UA,Airbus A320-232,Airbus,A320-200,26,2405,0965
N444UW,Airbus A321neo,Airbus,A321neo,2,2406,0966
N444WN,Boeing 737-7H4,Boeing,737-700,21,2407,0967
N444YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,2408,0968
N444ZW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2409,0969
N44501,Airbus A321neo,Airbus,A321neo,1,2410,096A
N445AA,Airbus A321neo,Airbus,A321neo,2,2411,096B
N445QX,Bombardier DHC-8-400,Bombardier ,DHC-8-400,13,2412,096C
N445SW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2413,096D
N445UA,Airbus A320-232,Airbus,A320-200,26,2414,096E
N445WN,Boeing 737-7H4,Boeing,737-700,21,2415,096F
N445YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,2416,0970
N446AN,Airbus A321neo,Airbus,A321neo,2,2417,0971
N446AW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2418,0972
N446QX,Bombardier DHC-8-400,Bombardier ,DHC-8-400,13,2419,0973
N446SW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2420,0974
N446UA,Airbus A320-232,Airbus,A320-200,26,2421,0975
N446WN,Boeing 737-7H4,Boeing,737-700,21,2422,0976
N446YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,2423,0977
N447AN,Airbus A321neo,Airbus,A321neo,2,2424,0978
N447QX,Bombardier DHC-8-400,Bombardier ,DHC-8-400,13,2425,0979
N447SW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2426,097A
N447UA,Airbus A320-232,Airbus,A320-200,26,2427,097B
N447WN,Boeing 737-7H4,Boeing,737-700,21,2428,097C
N447YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,2429,097D
N448AN,Airbus A321neo,Airbus,A321neo,2,2430,097E
N448AS,Boeing 737-990ER,Boeing,737-900ER,8,2431,097F
N448AW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2432,0980
N448UA,Airbus A320-232,Airbus,A320-200,26,2433,0981
N448WN,Boeing 737-7H4,Boeing,737-700,21,2434,0982
N448YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,4,2435,0983
N449AN,Airbus A321neo,Airbus,A321neo,2,2436,0984
N449SW,Bombardier CRJ-200,Bombardier,CRJ-200,22,2437,0985
N449UA,Airbus A320-232,Airbus,A320-200,26,2438,0986
N449WN,Boeing 737-7H4,Boeing,737-700,21,2439,0987
N449YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,3,2440,0988
N450AN,Airbus A321neo,Airbus,A321neo,2,2441,0989
N450AW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2442,098A
N450WN,Boeing 737-7H4,Boeing,737-700,20,2443,098B
N450YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,3,2444,098C
N451AN,Airbus A321neo,Airbus,A321neo,2,2445,098D
N451AW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2446,098E
N451QX,Bombardier DHC-8-400,Bombardier ,DHC-8-400,11,2447,098F
N451UA,Airbus A320-232,Airbus,A320-200,26,2448,0990
N451WN,Boeing 737-7H4,Boeing,737-700,20,2449,0991
N451YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,3,2450,0992
N452AN,Airbus A321neo,Airbus,A321neo,2,2451,0993
N452AW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2452,0994
N452UA,Airbus A320-232,Airbus,A320-200,25,2453,0995
N452WN,Boeing 737-7H4,Boeing,737-700,20,2454,0996
N452YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,3,2455,0997
N453AA,Airbus A321neo,Airbus,A321neo,2,2456,0998
N453AS,Boeing 737-990ER,Boeing,737-900ER,10,2457,0999
N453QX,Bombardier DHC-8-400,Bombardier ,DHC-8-400,9,2458,099A
N453UA,Airbus A320-232,Airbus,A320-200,25,2459,099B
N453WN,Boeing 737-7H4,Boeing,737-700,20,2460,099C
N453YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,3,2461,099D
N45440,Boeing 737-924ER,Boeing,737-900ER,15,2462,099E
N454AL,Airbus A321neo,Airbus,A321neo,2,2463,099F
N454AW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2464,09A0
N454UA,Airbus A320-232,Airbus,A320-200,25,2465,09A1
N454WN,Boeing 737-7H4,Boeing,737-700,20,2466,09A2
N455AN,Airbus A321neo,Airbus,A321neo,2,2467,09A3
N455AW,Bombardier CRJ-200,Bombardier,CRJ-200,21,2468,09A4
N455UA,Airbus A320-232,Airbus,A320-200,25,2469,09A5
